Nome do Veэculo;;Nome da Conta;;Data do Recebimento;;Data da Posiчуo;Posiчуo;Igniчуo;Latitude;Longitude;;Aчуo;;Velocidade;Nэvel da Bateria (%);;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 07:51:47;;12/02/2024 07:47:39;"41,42 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 58'' Sul;62А 25' 47'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:45:42;"41,32 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 58'' Sul;62А 25' 44'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:43:41;"41,21 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 59'' Sul;62А 25' 40'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:41:40;"41,11 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 01'' Sul;62А 25' 37'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:39:38;"41,00 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 02'' Sul;62А 25' 33'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 07:39:17;;12/02/2024 07:37:37;"40,88 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 03'' Sul;62А 25' 29'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:36:40;"40,82 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 02'' Sul;62А 25' 28'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:34:39;"40,72 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 49' 02'' Sul;62А 25' 24'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 07:36:47;;12/02/2024 07:32:38;"40,64 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 00'' Sul;62А 25' 22'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:30:41;"40,61 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 56'' Sul;62А 25' 20'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:28:40;"40,55 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 53'' Sul;62А 25' 18'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:26:39;"40,47 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 53'' Sul;62А 25' 16'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:24:38;"40,40 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 52'' Sul;62А 25' 13'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 07:26:47;;12/02/2024 07:22:38;"40,33 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 51'' Sul;62А 25' 11'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:58;;12/02/2024 07:21:41;"40,30 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 51'' Sul;62А 25' 10'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:19:40;"40,22 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 49'' Sul;62А 25' 07'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 07:21:47;;12/02/2024 07:17:39;"40,14 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 48'' Sul;62А 25' 05'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:15:42;"40,07 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 47'' Sul;62А 25' 02'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:13:41;"40,01 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 46'' Sul;62А 25' 00'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:11:39;"39,93 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 47'' Sul;62А 24' 58'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:09:37;"39,86 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 48'' Sul;62А 24' 55'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 07:12:37;;12/02/2024 07:07:37;"39,78 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 48'' Sul;62А 24' 53'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:06:41;"39,74 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 48'' Sul;62А 24' 52'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:04:40;"39,66 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 48'' Sul;62А 24' 49'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 07:10:57;;12/02/2024 07:02:39;"39,59 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 48'' Sul;62А 24' 47'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 07:00:42;"39,52 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 49'' Sul;62А 24' 45'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 06:58:41;"39,45 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 50'' Sul;62А 24' 42'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 06:56:40;"39,38 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 51'' Sul;62А 24' 40'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 06:54:39;"39,31 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 52'' Sul;62А 24' 38'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:55:07;;12/02/2024 06:52:38;"39,24 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 53'' Sul;62А 24' 36'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 06:51:42;"39,21 Km O De CODAJAS, AM, 1,0 Km/h";Ligada;03А 48' 53'' Sul;62А 24' 35'' Oeste;;Ver no mapa;;1;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 06:49:41;"39,14 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 53'' Sul;62А 24' 32'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:50:07;;12/02/2024 06:47:40;"39,07 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 53'' Sul;62А 24' 30'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:45:08;;12/02/2024 06:45:43;"39,01 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 52'' Sul;62А 24' 28'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:43:40;"38,94 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 51'' Sul;62А 24' 26'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:41:39;"38,89 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 48' 51'' Sul;62А 24' 24'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:39:38;"38,83 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 53'' Sul;62А 24' 22'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:40:07;;12/02/2024 06:37:37;"38,79 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 48' 57'' Sul;62А 24' 21'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:36:40;"38,78 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 60'' Sul;62А 24' 21'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:34:39;"38,69 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 04'' Sul;62А 24' 18'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:33:27;;12/02/2024 06:32:38;"38,57 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 07'' Sul;62А 24' 15'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:30:41;"38,44 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 09'' Sul;62А 24' 11'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:28:40;"38,28 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 11'' Sul;62А 24' 06'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:26:39;"38,14 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 14'' Sul;62А 24' 01'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:24:38;"38,01 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 17'' Sul;62А 23' 57'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:24:17;;12/02/2024 06:22:38;"37,86 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 19'' Sul;62А 23' 52'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:21:41;"37,79 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 20'' Sul;62А 23' 50'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:19:40;"37,64 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 22'' Sul;62А 23' 45'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:18:27;;12/02/2024 06:17:39;"37,48 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 23'' Sul;62А 23' 40'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:15:41;"37,34 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 25'' Sul;62А 23' 36'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:13:39;"37,18 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 25'' Sul;62А 23' 30'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:44:18;;12/02/2024 06:11:38;"37,03 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 25'' Sul;62А 23' 26'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 06:09:37;"36,88 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 27'' Sul;62А 23' 21'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:10:57;;12/02/2024 06:07:37;"36,71 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 27'' Sul;62А 23' 15'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 06:06:41;"36,64 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 27'' Sul;62А 23' 13'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 06:04:40;"36,49 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 28'' Sul;62А 23' 08'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 06:03:27;;12/02/2024 06:02:39;"36,34 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 29'' Sul;62А 23' 03'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 06:00:42;"36,21 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 30'' Sul;62А 22' 59'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:58:41;"36,06 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 30'' Sul;62А 22' 54'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:56:40;"35,93 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 33'' Sul;62А 22' 50'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:54:39;"35,78 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 33'' Sul;62А 22' 45'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:55:57;;12/02/2024 05:52:38;"35,64 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 34'' Sul;62А 22' 41'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:51:41;"35,57 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 34'' Sul;62А 22' 39'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:49:40;"35,47 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 33'' Sul;62А 22' 35'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:58:27;;12/02/2024 05:47:39;"35,35 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 34'' Sul;62А 22' 31'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:45:41;"35,23 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 32'' Sul;62А 22' 27'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:43:40;"35,12 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 31'' Sul;62А 22' 24'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:41:39;"34,99 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 31'' Sul;62А 22' 20'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:39:38;"34,88 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 29'' Sul;62А 22' 16'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:53:27;;12/02/2024 05:37:37;"34,78 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 30'' Sul;62А 22' 12'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:36:41;"34,74 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 49' 29'' Sul;62А 22' 11'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:34:40;"34,62 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 28'' Sul;62А 22' 07'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:36:47;;12/02/2024 05:32:39;"34,48 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 30'' Sul;62А 22' 03'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:43:29;;12/02/2024 05:30:42;"34,35 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 30'' Sul;62А 21' 59'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:28:41;"34,23 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 27'' Sul;62А 21' 55'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:26:39;"34,10 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 27'' Sul;62А 21' 50'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:24:38;"33,96 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 27'' Sul;62А 21' 46'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:26:47;;12/02/2024 05:22:37;"33,83 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 26'' Sul;62А 21' 41'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:21:41;"33,75 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 25'' Sul;62А 21' 39'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:19:40;"33,61 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 25'' Sul;62А 21' 35'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:22:37;;12/02/2024 05:17:39;"33,48 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 24'' Sul;62А 21' 30'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:15:41;"33,38 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 22'' Sul;62А 21' 27'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:13:40;"33,27 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 21'' Sul;62А 21' 23'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:11:39;"33,16 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 19'' Sul;62А 21' 20'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:09:38;"33,05 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 18'' Sul;62А 21' 16'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:21:47;;12/02/2024 05:07:37;"32,92 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 18'' Sul;62А 21' 12'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:06:40;"32,87 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 17'' Sul;62А 21' 10'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:04:39;"32,81 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 49' 14'' Sul;62А 21' 08'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:21:47;;12/02/2024 05:02:37;"32,76 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 49' 13'' Sul;62А 21' 06'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 05:00:40;"32,70 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 49' 12'' Sul;62А 21' 04'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 04:58:39;"32,61 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 12'' Sul;62А 21' 01'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 04:56:38;"32,49 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 12'' Sul;62А 20' 57'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:42:38;;12/02/2024 04:54:37;"32,38 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 10'' Sul;62А 20' 54'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:05:07;;12/02/2024 04:52:37;"32,27 Km O De CODAJAS, AM, 2,0 Km/h";Ligada;03А 49' 09'' Sul;62А 20' 50'' Oeste;;Ver no mapa;;2;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:41:48;;12/02/2024 04:51:41;"32,23 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 09'' Sul;62А 20' 49'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:41:48;;12/02/2024 04:49:40;"32,15 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 07'' Sul;62А 20' 46'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;12/02/2024 05:11:47;;12/02/2024 04:47:38;"32,03 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 06'' Sul;62А 20' 42'' Oeste;;Ver no mapa;;3;-;;;
