Nome do Veэculo;;Nome da Conta;;Data do Recebimento;;Data da Posiчуo;Posiчуo;Igniчуo;Latitude;Longitude;;Aчуo;;Velocidade;Nэvel da Bateria (%);;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:19:36;"9,96 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 40'' Sul;62А 08' 35'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 18:18:26;;11/02/2024 18:17:35;"9,81 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 41'' Sul;62А 08' 30'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:15:38;"9,67 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 43'' Sul;62А 08' 26'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:13:37;"9,53 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 44'' Sul;62А 08' 22'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:11:36;"9,40 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 46'' Sul;62А 08' 18'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:09:35;"9,27 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 47'' Sul;62А 08' 13'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 18:09:16;;11/02/2024 18:07:34;"9,14 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 48'' Sul;62А 08' 09'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:06:38;"9,07 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 48'' Sul;62А 08' 07'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:04:36;"8,94 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 49'' Sul;62А 08' 03'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 18:03:26;;11/02/2024 18:02:35;"8,80 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 51'' Sul;62А 07' 59'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 18:00:38;"8,67 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 52'' Sul;62А 07' 55'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 17:58:36;"8,55 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 54'' Sul;62А 07' 51'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 17:56:35;"8,42 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 55'' Sul;62А 07' 47'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 17:54:34;"8,29 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 57'' Sul;62А 07' 44'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:55:56;;11/02/2024 17:52:33;"8,17 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 48' 59'' Sul;62А 07' 40'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:25:08;;11/02/2024 17:51:37;"8,12 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 48' 60'' Sul;62А 07' 38'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:49:36;"8,01 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 01'' Sul;62А 07' 35'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:50:06;;11/02/2024 17:47:35;"7,90 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 02'' Sul;62А 07' 32'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:45:38;"7,79 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 03'' Sul;62А 07' 28'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:43:37;"7,65 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 04'' Sul;62А 07' 24'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:41:36;"7,48 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 06'' Sul;62А 07' 19'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:39:34;"7,35 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 08'' Sul;62А 07' 15'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:43:26;;11/02/2024 17:37:33;"7,20 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 09'' Sul;62А 07' 10'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:36:37;"7,13 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 09'' Sul;62А 07' 08'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:34:36;"6,98 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 11'' Sul;62А 07' 03'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:33:27;;11/02/2024 17:32:35;"6,84 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 13'' Sul;62А 06' 59'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:30:37;"6,72 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 16'' Sul;62А 06' 56'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:28:36;"6,59 Km ONO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 17'' Sul;62А 06' 52'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:24:18;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:20:06;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 6,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;6;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:25:57;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 17:13:29;"5,68 Km ONO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 33'' Sul;62А 06' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 17:11:34;"5,56 Km ONO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 35'' Sul;62А 06' 22'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 17:09:33;"5,44 Km O De CODAJAS, AM, 3,0 Km/h";Ligada;03А 49' 37'' Sul;62А 06' 18'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:09:16;;11/02/2024 17:07:33;"5,31 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 39'' Sul;62А 06' 14'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 17:06:36;"5,25 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 39'' Sul;62А 06' 12'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 17:04:35;"5,10 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 41'' Sul;62А 06' 08'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 17:03:29;;11/02/2024 17:02:34;"4,96 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 43'' Sul;62А 06' 03'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 17:00:37;"4,82 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 46'' Sul;62А 05' 59'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 16:58:36;"4,66 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 48'' Sul;62А 05' 54'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 16:56:35;"4,50 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 49' 50'' Sul;62А 05' 49'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 16:54:34;"4,34 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 52'' Sul;62А 05' 44'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:56:46;;11/02/2024 16:52:33;"4,14 Km O De CODAJAS, AM, 6,0 Km/h";Ligada;03А 49' 55'' Sul;62А 05' 38'' Oeste;;Ver no mapa;;6;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 16:51:36;"4,05 Km O De CODAJAS, AM, 6,0 Km/h";Ligada;03А 49' 56'' Sul;62А 05' 35'' Oeste;;Ver no mapa;;6;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:23:28;;11/02/2024 16:49:35;"3,88 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 49' 59'' Sul;62А 05' 30'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:48:27;;11/02/2024 16:47:34;"3,72 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 02'' Sul;62А 05' 25'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:45:36;"3,58 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 04'' Sul;62А 05' 21'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:43:35;"3,44 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 07'' Sul;62А 05' 17'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:41:34;"3,30 Km O De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 09'' Sul;62А 05' 12'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:39:33;"3,14 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 11'' Sul;62А 05' 07'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:39:16;;11/02/2024 16:37:33;"2,99 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 14'' Sul;62А 05' 02'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:36:14;"2,88 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 15'' Sul;62А 04' 58'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:33:26;;11/02/2024 16:32:34;"2,58 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 19'' Sul;62А 04' 48'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:30:37;"2,44 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 21'' Sul;62А 04' 43'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:28:36;"2,27 Km O De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 22'' Sul;62А 04' 38'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:26:35;"2,11 Km OSO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 24'' Sul;62А 04' 32'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:24:33;"1,97 Km OSO De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 27'' Sul;62А 04' 27'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:24:16;;11/02/2024 16:22:32;"1,84 Km OSO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 29'' Sul;62А 04' 22'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:21:35;"1,79 Km OSO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 30'' Sul;62А 04' 20'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:19:34;"1,67 Km OSO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 32'' Sul;62А 04' 15'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:18:26;;11/02/2024 16:17:33;"1,56 Km OSO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 34'' Sul;62А 04' 10'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:15:36;"1,49 Km OSO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 36'' Sul;62А 04' 06'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:13:35;"1,43 Km SO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 38'' Sul;62А 04' 02'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:11:34;"1,37 Km SO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 40'' Sul;62А 03' 58'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:22:38;;11/02/2024 16:09:33;"1,33 Km SO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 42'' Sul;62А 03' 55'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:15:56;;11/02/2024 16:07:32;"1,30 Km SO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 44'' Sul;62А 03' 51'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 16:06:37;"1,29 Km SO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 45'' Sul;62А 03' 49'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 16:04:36;"1,27 Km SSO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 47'' Sul;62А 03' 45'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 16:03:26;;11/02/2024 16:02:35;"1,24 Km SSO De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 48'' Sul;62А 03' 41'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 16:00:37;"1,23 Km SSO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 49'' Sul;62А 03' 37'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:58:31;"1,20 Km SSO De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 49'' Sul;62А 03' 33'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:56:35;"1,23 Km S De CODAJAS, AM, 3,0 Km/h";Ligada;03А 50' 51'' Sul;62А 03' 29'' Oeste;;Ver no mapa;;3;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:54:33;"1,27 Km S De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 52'' Sul;62А 03' 25'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 15:54:16;;11/02/2024 15:52:33;"1,31 Km S De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 53'' Sul;62А 03' 20'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:51:36;"1,34 Km S De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 54'' Sul;62А 03' 18'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:49:35;"1,42 Km SSE De CODAJAS, AM, 4,0 Km/h";Ligada;03А 50' 55'' Sul;62А 03' 13'' Oeste;;Ver no mapa;;4;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 15:50:06;;11/02/2024 15:47:34;"1,50 Km SSE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 57'' Sul;62А 03' 08'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:45:37;"1,60 Km SSE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 58'' Sul;62А 03' 03'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:43:36;"1,73 Km SSE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 50' 60'' Sul;62А 02' 58'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:41:34;"1,88 Km SSE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 03'' Sul;62А 02' 52'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:21:48;;11/02/2024 15:39:33;"2,05 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 05'' Sul;62А 02' 46'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 15:39:16;;11/02/2024 15:37:33;"2,22 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 08'' Sul;62А 02' 41'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:36:36;"2,30 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 09'' Sul;62А 02' 38'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:34:35;"2,47 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 12'' Sul;62А 02' 33'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 15:33:26;;11/02/2024 15:32:34;"2,66 Km SE De CODAJAS, AM, 6,0 Km/h";Ligada;03А 51' 15'' Sul;62А 02' 27'' Oeste;;Ver no mapa;;6;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:30:37;"2,85 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 18'' Sul;62А 02' 21'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:28:36;"3,04 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 21'' Sul;62А 02' 16'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:26:34;"3,23 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 25'' Sul;62А 02' 11'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:24:33;"3,42 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 28'' Sul;62А 02' 05'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;11/02/2024 15:24:16;;11/02/2024 15:22:32;"3,60 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 32'' Sul;62А 02' 01'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:21:36;"3,68 Km SE De CODAJAS, AM, 5,0 Km/h";Ligada;03А 51' 33'' Sul;62А 01' 59'' Oeste;;Ver no mapa;;5;-;;;
CAP. BRAVO 6;;LMNAVEGACAOETRANSPORTELTDA0145;;13/02/2024 07:20:58;;11/02/2024 15:19:35;"3,87 Km SE De CODAJAS, AM, 6,0 Km/h";Ligada;03А 51' 37'' Sul;62А 01' 53'' Oeste;;Ver no mapa;;6;-;;;
